Nombre del recurso,Academia/Instituto,Archivos,Descripción del recurso,Efecto panico,Función del mensaje,Idioma que enseña,Link,Material Base,Número,Subítem,Texto,Tipo de palabra,Tipo de recurso,Tipo de signo,descripción del signo,ítem principal
¿Chino o Español?,Academia Yige,hacepreguntas.jpg,"La imagen muestra una página de un libro con un fondo blanco y texto en español. En la parte superior, hay una pregunta que dice ""3. ¿Hace preguntas el profesor en chino o en español?"". Debajo de la pregunta, hay una ilustración en blanco y negro de una profesora de pie frente a un pizarrón, señalando la palabra ""español"" escrita en él. La profesora sostiene unos papeles en una mano y una varilla en la otra. También hay un escritorio con una caja de tizas. Los colores predominantes son el blanco y el negro de la ilustración y el texto.",No,Relevo,Español,Espaol_Moderno_I_-_%E7%8E%B0%E4%BB%A3%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD_%E7%AC%AC%E4%B8%80%E5%86%8C_()_(Z-Library).pdf,Español Moderno,244,,,"Interrogación, Profesión/ocupación",Ilustración,Icono,,
¿Quien compra en el mercado?,Academia Yige,nombrespersonales.jpg,"La imagen muestra una página de un libro con un fondo blanco y texto en español. En la parte superior, dice ""LECCIÓN 8"" y ""nombres personales acusativos"". Debajo, hay una pregunta que dice ""1. ¿Quién compra comidas en el mercado?"". Debajo de la pregunta, hay una ilustración en blanco y negro de una mujer empujando un carrito de supermercado con un perro dentro, en un pasillo de supermercado. Al fondo, se ve a otra persona. Los colores predominantes son el blanco y el negro de la ilustración y el texto.",No,Relevo,Español,Espaol_Moderno_I_-_%E7%8E%B0%E4%BB%A3%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD_%E7%AC%AC%E4%B8%80%E5%86%8C_()_(Z-Library).pdf,Español Moderno,245,,,Lugares,Ilustración,Icono,,
Día atareado,Academia Yige,IMG_5666.jpg,"La imagen muestra una página de un libro con un fondo blanco y texto en español. En la parte superior, hay un título en chino y español que dice ""TEXTO"" y ""UN DÍA ATAREADO"". Debajo, hay una ilustración en blanco y negro de un hombre y una mujer sentados en un escritorio. El hombre está señalando algo en unos papeles, mientras la mujer lo mira. Hay una lámpara de escritorio y otros objetos sobre la mesa. Los colores predominantes son el blanco y el negro de la ilustración y el texto.",No,Relevo,Español,Espaol_Moderno_I_-_%E7%8E%B0%E4%BB%A3%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD_%E7%AC%AC%E4%B8%80%E5%86%8C_()_(Z-Library).pdf,Español Moderno,246,,,Habitos,Ilustración,índice,Las acciones de los personajes en la ilustracion son un indice de “Día atareado”,
¿Hablan español?,Academia Yige,hablanespaol.jpg,"La imagen muestra una página de un libro con un fondo blanco y texto en español. En la parte superior, hay una pregunta que dice ""4. ¿Hablan español aquellos señores?"". Debajo de la pregunta, hay una ilustración en blanco y negro de un hombre y una mujer sentados en una mesa, con burbujas de diálogo que dicen ""Soy Panameña"" y ""Soy Chileno"". Los colores predominantes son el blanco y el negro de la ilustración y el texto.",No,Relevo,Español,Espaol_Moderno_I_-_%E7%8E%B0%E4%BB%A3%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD_%E7%AC%AC%E4%B8%80%E5%86%8C_()_(Z-Library).pdf,Español Moderno,247,,,"Expresión Fática, Interrogación",Ilustración,Icono,,
De compras,Academia Yige,IMG_5677.jpg,"La imagen muestra una página de un libro con un fondo blanco y texto en español. En la parte superior, hay un título que dice ""DE COMPRAS"" y ""I"". Debajo, hay una ilustración en blanco y negro de una tienda de zapatos. Un vendedor está mostrando un zapato a una clienta, mientras otra clienta se prueba un zapato. Hay estantes con diferentes tipos de zapatos en el fondo. Los colores predominantes son el blanco y el negro de la ilustración y el texto.",No,Anclaje,Español,Espaol_Moderno_I_-_%E7%8E%B0%E4%BB%A3%E8%A5%BF%E7%8F%AD%E7%89%99%E8%AF%AD_%E7%AC%AC%E4%B8%80%E5%86%8C_()_(Z-Library).pdf,Español Moderno,248,,,Verbos,Ilustración,Icono,,
De tiendas,Academia Yige,De_tiendas.png,"La imagen presenta una ilustración de estilo cómic. En el centro, un sofá sostiene varias prendas de vestir dobladas, incluyendo una chaqueta, una bufanda y una prenda estampada. A la izquierda, una silla individual exhibe más ropa, como pantalones y una camisa. En el suelo, frente a la silla, se encuentran un par de botas y unos zapatos.

A la derecha de la ilustración principal, hay dos cuadros de texto que contienen listas de palabras. Debajo de estos, una tabla muestra una serie de términos relacionados con la vestimenta, cada uno dentro de un recuadro individual.",Si,Anclaje,Español,,Nuevo sueña,249,,"El titulo dice “de tiendas” pero el concepto global son prendas de vestir, las cuales no se muestran en un contexto de tienda",Cosas,Ilustración,Icono,,
Hay que estudiar,Academia Yige,Hayqueestudiar.png,"La imagen es una página de libro de texto con un diseño claro. En la parte superior, hay un encabezado con el texto ""ámbito 1"" y ""Hay que estudiar"". Debajo, se presenta una instrucción seguida de tres ilustraciones etiquetadas como ""a"", ""b"" y ""c"", cada una representando una escena diferente con personajes.

La ilustración ""a"" muestra a un hombre y una mujer interactuando en lo que parece ser una oficina. La ""b"" presenta a dos personas junto a una ventana. La ""c"" ilustra a dos mujeres en una habitación con una cama desordenada.

A la derecha de estas ilustraciones, se encuentran tres diálogos numerados, cada uno con una pregunta y una respuesta, encerrados en burbujas de texto.",No,Relevo,Español,,Nuevo sueña,250,,,Habitos,Ilustración,índice,,
Hobbies,Academia Yige,hobbies2.png,"La imagen es una página de un libro de texto que presenta una sección de actividades. En la parte superior, hay una instrucción en español y chino que pide al usuario escribir los nombres de actividades y marcar las que realiza.

Debajo de la instrucción, se muestran nueve fotografías que ilustran diferentes pasatiempos o actividades. Estas imágenes incluyen: una pelota de tenis en una cancha, personas caminando, alguien nadando, un grupo de jóvenes sentados al aire libre, una persona tocando el violín, una mujer vendiendo ropa en un mercado, una bicicleta, una persona paseando un perro, una canasta de baloncesto y una mujer en una biblioteca.

Cada fotografía tiene un espacio en blanco debajo, presumiblemente para escribir la descripción de la actividad, y un pequeño cuadrado para marcar.",No,Relevo,Español,,Nuevo sueña,251,,,"Hobbies, Verbos",Foto,índice,,
Atchús,Academia Yige,malestar2.png,"La imagen es una página de un libro de texto con un ejercicio de relación de columnas. En la parte superior, se encuentra un encabezado con el número ""5"" y la instrucción ""Relaciona ambas columnas"".

En el lado izquierdo de la página, hay una serie de ilustraciones de personajes en diferentes situaciones que representan malestares físicos. Estas incluyen a una persona estornudando, otra recostada en un sofá, una trabajando en una laptop, y varias con expresiones de dolor o enfermedad.

En el centro de la página, hay dos columnas de rectángulos con texto. La columna de la izquierda contiene frases que describen síntomas, y la columna de la derecha tiene frases que indican el malestar correspondiente. El ejercicio consiste en unir las frases de ambas columnas.",No,Relevo,Español,,Nuevo sueña,252,,,"Habitos, Verbos",Ilustración,índice,El personaje de la ilustracion indica sintomas de un malestar según sus expresiones,
Problemas,Academia Yige,malestar3.png,"La imagen es una página de un libro de texto que presenta un ejercicio sobre problemas de salud. En la parte superior, se lee la instrucción ""Relaciona cada problema con su remedio"".

A la izquierda, se muestran varias fotografías que ilustran diferentes problemas de salud: una mujer con dolor de cabeza, otra tomándose la temperatura con un termómetro, y una imagen de unas manos sobre la parte baja de la espalda, sugiriendo dolor de espalda.

En el lado derecho de la imagen, hay una fotografía de una mujer sentada con la cabeza entre las manos, y un reloj grande en el suelo frente a ella, lo que podría simbolizar agotamiento o falta de tiempo. Al lado de esta imagen, hay un recuadro con el título ""problema"" y una lista de frases que describen diferentes malestares.",Si,Anclaje,Español,,Nuevo sueña,253,,,Verbos,Foto,índice,El personaje de la ilustracion indica sintomas de un malestar según sus expresiones,
Recapitulación,Academia Yige,reunion.png,"La imagen es una página de un libro de texto con un ejercicio de ""Recapitulación"" o repaso. En la parte superior, se muestra el título ""Recapitulación"" en español y caracteres chinos, en un recuadro naranja.

Debajo del título, hay un texto en español y chino que describe una actividad para organizar una fiesta, incluyendo un esquema de trabajo con puntos a seguir como decidir el motivo de la fiesta, redactar la tarjeta de invitación, crear el menú y hacer la lista de la compra.

En el lado derecho de la página, superpuesta al texto, hay una fotografía circular de un grupo de personas brindando en una mesa, lo que sugiere una celebración o reunión.",No,Relevo,Español,,Nuevo sueña,254,,,Dialogos,Foto,índice,,
Expresiones,Academia Yige,sentimientos.png,"La imagen es una página de un libro de texto que presenta un ejercicio sobre expresiones de sentimientos. En la parte superior, se encuentra la instrucción ""Fíjate en los dibujos y escribe estas expresiones en el lugar que corresponda"".

Debajo de la instrucción, hay tres columnas de expresiones en español, cada una con tres frases que describen diferentes estados de ánimo o sensaciones físicas (por ejemplo, ""¡Qué hambre tengo!"", ""¡Qué frío tengo!"", ""¡Qué calor tengo!"").

En la parte inferior de la página, se muestran nueve ilustraciones numeradas, cada una representando a un personaje con una expresión facial o corporal que denota un sentimiento o una sensación. Al lado de cada ilustración, hay líneas en blanco para que el usuario escriba la expresión correspondiente de las listas de arriba.",No,Relevo,Español,,Nuevo sueña,255,,,Verbos,Ilustración,índice,,
Shakira,Academia Yige,habitos4.png,"La imagen es una página de un libro de texto que presenta un ejercicio sobre la descripción de la vida de personajes famosos. En la parte superior, hay una instrucción en español y chino que pide al usuario elegir un personaje de las fotografías y describir cómo se imagina un día normal en su vida. Se proporciona un ejemplo con Fernando Alonso.

Debajo de la instrucción, se muestran tres fotografías: una de Brad Pitt, otra de Shakira, y una de un coche de Fórmula 1, que representa a Fernando Alonso. Cada fotografía tiene el nombre del personaje asociado.

En la parte inferior de la página, hay una segunda instrucción que pide comentar las diferencias y coincidencias en las vidas de los personajes y preparar una presentación para exponer en clase.",Si,Relevo,Español,,Nuevo sueña,256,,,Habitos,Foto,Icono,,
¿Cómo es la familia de Paco?,Academia Yige,IMG_5630.jpg,"La imagen es una página de un libro de texto, predominantemente en blanco y negro. En la parte superior, se lee el título ""TEXTO"" en español y caracteres chinos, seguido de la pregunta ""¿CÓMO ES LA FAMILIA DE PACO?"".

Debajo de la pregunta, hay una ilustración en blanco y negro de un hombre con gafas, vestido con traje y corbata, que parece ser un maestro, de pie detrás de un escritorio y señalando con una varilla.

A la derecha de la ilustración, hay un párrafo de texto en español que describe a ""Paco"" como un maestro, joven y simpático, y menciona que su escuela es grande. En la esquina inferior izquierda de la página, se ve el número ""52"".",Si,Relevo,Español,,Español Moderno,257,,Donde está la familia?,"Familia/amigos, Interrogación",Ilustración,Icono,,
¿A dónde van?,Academia Yige,IMG_5646.jpg,"La imagen es una página de un libro de texto, predominantemente en blanco y negro. En la parte superior, se lee el título ""TEXTO"" en español y caracteres chinos, seguido de la pregunta ""¿CÓMO ES LA FAMILIA DE PACO?"".

Debajo de la pregunta, hay una ilustración en blanco y negro de un hombre con gafas, vestido con traje y corbata, que parece ser un maestro, de pie detrás de un escritorio y señalando con una varilla.

A la derecha de la ilustración, hay un párrafo de texto en español que describe a ""Paco"" como un maestro, joven y simpático, y menciona que su escuela es grande. En la esquina inferior izquierda de la página, se ve el número ""52"".",No,Relevo,Español,,Español Moderno,258,,,,Ilustración,Icono,,
Hospital,Academia Yige,IMG_5651.jpg,"La imagen es una ilustración en blanco y negro, con un estilo de dibujo lineal, que muestra a varias personas alrededor de una cama de hospital. Los colores predominantes son el blanco del papel y el negro de las líneas del dibujo. Las formas son definidas por los contornos de las figuras humanas y la cama, sin sombreados ni texturas complejas.",Si,Relevo,Español,,Español Moderno,259,,La historia habla del colegio y la foto es del hospital,Verbos,Ilustración,Icono,,
